customer_tweet_id,support_tweet_id,customer_text_clean,support_text_clean,suggested_intent,intent_label,escalate,escalate_reason,reference_reply
375128,375126,3/3 Glad my 2 kids ( 2 1/2 n 4 1/2 yo girls) weren’t on the flight with me or I’d probably be dealing with nightmares for weeks...,"We like to provide a variety of options for our customers to choose from, Sean. We appreciate your honest feedback.",Miscellaneous,GeneralFlightFeedback,no,Standard informational inquiry addressable by automated guidance and policy links.,"We like to provide a variety of options for our customers to choose from, Sean. We appreciate your honest feedback."
2123365,2123364,So why can’t you let us know a flight is delayed? I could be working rather than standing in crowd at gate!,Good communication is key. We try to keep everyone up to date with the new information as it rolls in.,Miscellaneous,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,Good communication is key. We try to keep everyone up to date with the new information as it rolls in.
1707329,1707328,Thank you for the response. Would love you to consider prioritizing the current planes with power for the longer routes.,It's a great suggestion and we'll be sure to make note of it. We appreciate your feedback.,Rebooking,ComplimentOrAppreciation,no,Standard informational inquiry addressable by automated guidance and policy links.,It's a great suggestion and we'll be sure to make note of it. We appreciate your feedback.
1289212,1289211,"Thank you for upgrading RIC-LGA to E175 service. Legroom, headroom and upgrades make frequent fliers happy.","You're very welcome, Kevin! Sit back and enjoy that extra space.",Rebooking,SeatingAndBoarding,no,Standard informational inquiry addressable by automated guidance and policy links.,"You're very welcome, Kevin! Sit back and enjoy that extra space."
53247,53246,Thank you for working with this #navymom who’s sailors orders changed last min &amp; trip had to be cancelled #AAlovesmilitaryfam,We love our military and are happy to help any day!,Rebooking,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,We love our military and are happy to help any day!
2352497,2352498,Brenda from your customer service over the phone absolutely helped me out! Thank you!,We love hearing Brenda gave you top notch service. Don't hesitate to tweet us if you need us!,Rebooking,ComplimentOrAppreciation,no,Standard informational inquiry addressable by automated guidance and policy links.,We love hearing Brenda gave you top notch service. Don't hesitate to tweet us if you need us!
2712077,2712076,Please Give to (caps) MAXWELL ADRENAL DEFICIENCY MEDFUND @ Go Fund Me Thank you,Please let our team know by submitting this thru the appropriate channel. Check it out.,Rebooking,ComplimentOrAppreciation,no,Standard informational inquiry addressable by automated guidance and policy links.,Please let our team know by submitting this thru the appropriate channel. Check it out.
2480755,2480754,Thank you for your efficient service great news,We're here for you!,Rebooking,ComplimentOrAppreciation,no,Standard informational inquiry addressable by automated guidance and policy links.,We're here for you!
2836471,2836470,D'oh! I took mom to the wrong airport for her #AmericanAirlines flight from Houston to Dallas. Thank you for putting her on a flight that will only set her back 4 minutes! #GoodJob,We're super happy hearing that our #AATeam came through for your mom!,Rebooking,ComplimentOrAppreciation,no,Standard informational inquiry addressable by automated guidance and policy links.,We're super happy hearing that our #AATeam came through for your mom!
1097057,1097058,"Sent, thank you.",We see your DM and will respond there shortly.,Rebooking,ComplimentOrAppreciation,no,Standard informational inquiry addressable by automated guidance and policy links.,We see your DM and will respond there shortly.
480014,480016,Ok will call them. Thank you 😊,No problem!,Rebooking,ComplimentOrAppreciation,no,Standard informational inquiry addressable by automated guidance and policy links.,No problem!
1188222,1188221,. I want to say thank you to Tamara ticket counter!3 diff agents failed to assist me &amp;she shined! #CustomerService,We'd love to share your kudos! Please DM the record locator she assisted you with.,Rebooking,TicketingAndRefunds,no,Standard informational inquiry addressable by automated guidance and policy links.,We'd love to share your kudos! Please DM the record locator she assisted you with.
747929,747930,You know what SUCKS? . Ripoff report. Charge for seat upgrades stick you in middle for 5 hr flight. Refund and 1st class due,We're sorry about the seat change. If you didn't get the seat you paid for please go here to request a refund:.,RefundOrCancellation,TicketingAndRefunds,no,Standard informational inquiry addressable by automated guidance and policy links.,We're sorry about the seat change. If you didn't get the seat you paid for please go here to request a refund:.
2668876,2668875,American Airlines is the worst airline I've ever flown with. Conditions of the plane were disgusting and the flight attendants weren't hospitable at all. Never flying with them again. #TrashAirline #DontEverFlyWithThem,We expect our team to be professional and courteous at all times and we're so sorry you've had this experience.,RefundOrCancellation,CustomerServiceComplaint,yes,Severe distress or strong negative sentiment requiring human empathy and discretion.,We expect our team to be professional and courteous at all times and we're so sorry you've had this experience.
2233597,2233596,You might have jinxed it. No plane and we are supposed to take off in 15 minutes... 😒,We see your DM and will reply to you there.,RefundOrCancellation,TicketingAndRefunds,no,Standard informational inquiry addressable by automated guidance and policy links.,We see your DM and will reply to you there.
438186,438188,Maybe ensure your employees don’t treat customers as an afterthought. When I ask a question I shouldn’t be answered like I’m bothering them.,"The experience of our customers is paramount to us. We'd like to help if possible, please let us know via DM.",RefundOrCancellation,TicketingAndRefunds,no,Standard informational inquiry addressable by automated guidance and policy links.,"The experience of our customers is paramount to us. We'd like to help if possible, please let us know via DM."
2301101,2301099,So. Many. Delays.,"On time is our favorite, Aubrey. We appreciate your patience with any extra wait today.",RefundOrCancellation,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,"On time is our favorite, Aubrey. We appreciate your patience with any extra wait today."
2951802,2951801,Here is the new jet at Tweed New Haven Airport - w/78 more seats for this family and all Connecticut air travelers!,We're excited about this new service and can't wait to see you on board!,RefundOrCancellation,SeatingAndBoarding,no,Standard informational inquiry addressable by automated guidance and policy links.,We're excited about this new service and can't wait to see you on board!
1573225,1573224,maybe you can get plane for flight 1057 out “of the hangar” and to the gate? This airport sucks - always delays.,"You're flight has a maintenance delay, Matt. Safety is our priority and we're working to get your flight fixed and you on your way.",RefundOrCancellation,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,"You're flight has a maintenance delay, Matt. Safety is our priority and we're working to get your flight fixed and you on your way."
1001550,1001552,"did when they didn't come off plane Now all I get ""still tryin 2 locate your bags"" please check later WTH are we supposed 2 do w/no luggage","Once you file your claim, we start locating your bags and you can check the status here.",RefundOrCancellation,BaggageIssue,no,Standard informational inquiry addressable by automated guidance and policy links.,"Once you file your claim, we start locating your bags and you can check the status here."
2258793,2258792,Thought this was pretty cool from my flight to Norfolk. You can see the plane's shadow and contrails below on the clouds.,That is a pretty cool pic there and thanks for letting us have a peek out your window!,RefundOrCancellation,TicketingAndRefunds,no,Standard informational inquiry addressable by automated guidance and policy links.,That is a pretty cool pic there and thanks for letting us have a peek out your window!
972393,972391,You should maybe blind test your flight connections with American. It gives tickets run though you a bad name.,"We expect our team to be professional, and helpful at all times. Sorry about any frustration.",RefundOrCancellation,TicketingAndRefunds,no,Standard informational inquiry addressable by automated guidance and policy links.,"We expect our team to be professional, and helpful at all times. Sorry about any frustration."
515586,515583,"never ceases to amaze w the # of gate changes, delays and cancellations. #ChampionsOfLife","We know they're frustrating, and never mean to upset you. What's your flight number, we'll check on an update?",RefundOrCancellation,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,"We know they're frustrating, and never mean to upset you. What's your flight number, we'll check on an update?"
2758488,2758487,This is a regular occurrence at the Indianapolis Airport. What is the problem?,Sorry about the frustration. We always want to get you on your way as quickly as possible.,RefundOrCancellation,TicketingAndRefunds,no,Standard informational inquiry addressable by automated guidance and policy links.,Sorry about the frustration. We always want to get you on your way as quickly as possible.
